Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000JLRUA2,0eubZ0000000WCKQA2,Sanitizing solution concentration is too low.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Sanitizing solution concentration is too low.;Equipment, Utensils and Cleaning;Section 17","Sanitizing solution concentration is too low.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLSUA2,0eubZ0000000WCLQA2,Sanitizing solution is not present or at an improper concentration.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Sanitizing solution is not present or at an improper concentration.;Equipment, Utensils and Cleaning;Section 17","Sanitizing solution is not present or at an improper concentration.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLTUA2,0eubZ0000000WCMQA2,"Wiping cloths are not cleaned, restricted in use and/or stored in approved sanitizing solutions between uses.","Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Wiping cloths are not cleaned, restricted in use and/or stored in approved sanitizing solutions between uses.;Equipment, Utensils and Cleaning;Section 17","Wiping cloths are not cleaned, restricted in use and/or stored in approved sanitizing solutions between uses.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLUUA2,0eubZ0000000WCNQA2,Manual dishwashing procedure is improper to remove contamination.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Manual dishwashing procedure is improper to remove contamination.;Equipment, Utensils and Cleaning;Section 17","Manual dishwashing procedure is improper to remove contamination.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLVUA2,0eubZ0000000WCHQA2,Mechanical dishwasher does not provide sufficient washing and/or sanitizing action to remove contamination.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Mechanical dishwasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning;Section 17","Mechanical dishwasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLWUA2,0eubZ0000000WCOQA2,Mechanical glasswasher does not provide sufficient washing and/or sanitizing action to remove contamination.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Mechanical glasswasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning;Section 17","Mechanical glasswasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLXUA2,0eubZ0000000WCPQA2,Single service utensils and/or containers are used more than once.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Single service utensils and/or containers are used more than once.;Equipment, Utensils and Cleaning;Section 17","Single service utensils and/or containers are used more than once.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLYUA2,0eubZ0000000WCQQA2,Hot and cold running water is not supplied in quantity and pressure to meet the needs of the premises.,"Equipment, Utensils and Cleaning",0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Hot and cold running water is not supplied in quantity and pressure to meet the needs of the premises.;Equipment, Utensils and Cleaning;Section 17","Hot and cold running water is not supplied in quantity and pressure to meet the needs of the premises.;Equipment, Utensils and Cleaning",Section 17;Food Premises Regulation
0fMbZ0000000JLZUA2,0eubZ0000000WCTQA2,Employees are not wearing clean clothing or footwear.,Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Employees are not wearing clean clothing or footwear.;Employee;Section 21,Employees are not wearing clean clothing or footwear.;Employee,Section 21;Food Premises Regulation
0fMbZ0000000JLaUAM,0eubZ0000000WCYQA2,Employee's hair is not suitably confined.,Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Employee's hair is not suitably confined.;Employee;Section 21,Employee's hair is not suitably confined.;Employee,Section 21;Food Premises Regulation
0fMbZ0000000JLbUAM,0eubZ0000000WCUQA2,Hand washing station is obstructed or being used for other purposes.,Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Hand washing station is obstructed or being used for other purposes.;Employee;Section 21,Hand washing station is obstructed or being used for other purposes.;Employee,Section 21;Food Premises Regulation
0fMbZ0000000JLcUAM,0eubZ0000000WCVQA2,"Hand washing stations are inadequate in number and location, preventing accessibility to all food handlers.",Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,"Hand washing stations are inadequate in number and location, preventing accessibility to all food handlers.;Employee;Section 21","Hand washing stations are inadequate in number and location, preventing accessibility to all food handlers.;Employee",Section 21;Food Premises Regulation
0fMbZ0000000JLdUAM,0eubZ0000000WCWQA2,Employees are not washing hands as often as is necessary to prevent contamination of food.,Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Employees are not washing hands as often as is necessary to prevent contamination of food.;Employee;Section 21,Employees are not washing hands as often as is necessary to prevent contamination of food.;Employee,Section 21;Food Premises Regulation
0fMbZ0000000JLeUAM,0eubZ0000000WCXQA2,Employees do not demonstrate good personal hygiene which may lead to the contamination of food.,Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Employees do not demonstrate good personal hygiene which may lead to the contamination of food.;Employee;Section 21,Employees do not demonstrate good personal hygiene which may lead to the contamination of food.;Employee,Section 21;Food Premises Regulation
0fMbZ0000000JLfUAM,0eubZ0000000WCSQA2,"Employees are eating, drinking or using tobacco in food preparation, dishwashing and/or food storage areas.",Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,"Employees are eating, drinking or using tobacco in food preparation, dishwashing and/or food storage areas.;Employee;Section 21","Employees are eating, drinking or using tobacco in food preparation, dishwashing and/or food storage areas.;Employee",Section 21;Food Premises Regulation
0fMbZ0000000JLgUAM,0eubZ0000000WCRQA2,Hand washing stations are not properly supplied and maintained.,Employee,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Hand washing stations are not properly supplied and maintained.;Employee;Section 21,Hand washing stations are not properly supplied and maintained.;Employee,Section 21;Food Premises Regulation
0fMbZ0000000JLhUAM,0eubZ0000000WCZQA2,"Food handlers present with communicable disease transmissible through food, water or drink.",Employee,0fCbZ0000000GTKUA2,Section 22,Chandrahas Bireddy,"Food handlers present with communicable disease transmissible through food, water or drink.;Employee;Section 22","Food handlers present with communicable disease transmissible through food, water or drink.;Employee",Section 22;Food Premises Regulation
0fMbZ0000000JLiUAM,0eubZ0000000WCaQAM,Procedures to notify a health officer of any existing circumstances that may cause a health hazard in the premises not available or followed.,Employee,0fCbZ0000000GT7UAM,Section 7,Chandrahas Bireddy,Procedures to notify a health officer of any existing circumstances that may cause a health hazard in the premises not available or followed.;Employee;Section 7,Procedures to notify a health officer of any existing circumstances that may cause a health hazard in the premises not available or followed.;Employee,Section 7;Food Premises Regulation
0fMbZ0000000JLjUAM,0eubZ0000000WCdQAM,Temperature records are not being used to monitor critical limits.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Temperature records are not being used to monitor critical limits.;Food Safety Management;Section 23(2),Temperature records are not being used to monitor critical limits.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLkUAM,0eubZ0000000WCeQAM,Food safety plan is not maintained to reflect the current menu.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Food safety plan is not maintained to reflect the current menu.;Food Safety Management;Section 23(2),Food safety plan is not maintained to reflect the current menu.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLlUAM,0eubZ0000000WCbQAM,Procedures in the food safety plan are not being followed.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Procedures in the food safety plan are not being followed.;Food Safety Management;Section 23(2),Procedures in the food safety plan are not being followed.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLmUAM,0eubZ0000000WCfQAM,Food safety plan is not developed.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Food safety plan is not developed.;Food Safety Management;Section 23(2),Food safety plan is not developed.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLnUAM,0eubZ0000000WCcQAM,An accurate thermometer is not provided.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,An accurate thermometer is not provided.;Food Safety Management;Section 23(2),An accurate thermometer is not provided.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLoUAM,0eubZ0000000WChQAM,Sanitizer levels are not being monitored and recorded.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Sanitizer levels are not being monitored and recorded.;Food Safety Management;Section 23(2),Sanitizer levels are not being monitored and recorded.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLpUAM,0eubZ0000000WCiQAM,Sanitation plan is not developed and/or approved by a health officer.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Sanitation plan is not developed and/or approved by a health officer.;Food Safety Management;Section 23(2),Sanitation plan is not developed and/or approved by a health officer.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLqUAM,0eubZ0000000WCjQAM,Procedures in the sanitation plan are not being followed.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Procedures in the sanitation plan are not being followed.;Food Safety Management;Section 23(2),Procedures in the sanitation plan are not being followed.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLrUAM,0eubZ0000000WCgQAM,Test strips are not available to monitor sanitizer level.,Food Safety Management,0fCbZ0000000GTIUA2,Section 23(2),Chandrahas Bireddy,Test strips are not available to monitor sanitizer level.;Food Safety Management;Section 23(2),Test strips are not available to monitor sanitizer level.;Food Safety Management,Section 23(2);Food Premises Regulation
0fMbZ0000000JLsUAM,0eubZ0000000WCkQAM,Live animals are on the premises.,Miscellaneous,0fCbZ0000000GTFUA2,Section 25,Chandrahas Bireddy,Live animals are on the premises.;Miscellaneous;Section 25,Live animals are on the premises.;Miscellaneous,Section 25;Food Premises Regulation
0fMbZ0000000JLtUAM,0eubZ0000000WCmQAM,Premises has signs of rodent activity.,Miscellaneous,0fCbZ0000000GTDUA2,Section 26(a),Chandrahas Bireddy,Premises has signs of rodent activity.;Miscellaneous;Section 26(a),Premises has signs of rodent activity.;Miscellaneous,Section 26(a);Food Premises Regulation
0fMbZ0000000JLuUAM,0eubZ0000000WClQAM,Premises has signs of insect activity.,Miscellaneous,0fCbZ0000000GTDUA2,Section 26(a),Chandrahas Bireddy,Premises has signs of insect activity.;Miscellaneous;Section 26(a),Premises has signs of insect activity.;Miscellaneous,Section 26(a);Food Premises Regulation
0fMbZ0000000JLvUAM,0eubZ0000000WCnQAM,Conditions present that may lead to harbouring or breeding of pests.,Miscellaneous,0fCbZ0000000GTCUA2,Section 26(b),Chandrahas Bireddy,Conditions present that may lead to harbouring or breeding of pests.;Miscellaneous;Section 26(b),Conditions present that may lead to harbouring or breeding of pests.;Miscellaneous,Section 26(b);Food Premises Regulation
0fMbZ0000000JLwUAM,0eubZ0000000WCoQAM,Premises not protected against entry of pests.,Miscellaneous,0fCbZ0000000GTCUA2,Section 26(b),Chandrahas Bireddy,Premises not protected against entry of pests.;Miscellaneous;Section 26(b),Premises not protected against entry of pests.;Miscellaneous,Section 26(b);Food Premises Regulation
0fMbZ0000000JLxUAM,0eubZ0000000WCqQAM,"Chemicals, cleansers and similar agents are not stored separately from food.",Miscellaneous,0fCbZ0000000GTBUA2,Section 27,Chandrahas Bireddy,"Chemicals, cleansers and similar agents are not stored separately from food.;Miscellaneous;Section 27","Chemicals, cleansers and similar agents are not stored separately from food.;Miscellaneous",Section 27;Food Premises Regulation
0fMbZ0000000JLyUAM,0eubZ0000000WCpQAM,Non-food containers are not clearly labelled to identify contents.,Miscellaneous,0fCbZ0000000GTBUA2,Section 27,Chandrahas Bireddy,Non-food containers are not clearly labelled to identify contents.;Miscellaneous;Section 27,Non-food containers are not clearly labelled to identify contents.;Miscellaneous,Section 27;Food Premises Regulation
0fMbZ0000000JLzUAM,0eubZ0000000WCrQAM,No employee present holds a valid FOODSAFE or equivalent certificate while the Owner/Operator is absent.,Training,0fCbZ0000000GTiUAM,Section 10,Chandrahas Bireddy,No employee present holds a valid FOODSAFE or equivalent certificate while the Owner/Operator is absent.;Training;Section 10,No employee present holds a valid FOODSAFE or equivalent certificate while the Owner/Operator is absent.;Training,Section 10;Food Premises Regulation
0fMbZ0000000JM0UAM,0eubZ0000000WCtQAM,Owner/Operator does not hold a valid FOODSAFE or equivalent certificate.,Training,0fCbZ0000000GTiUAM,Section 10,Chandrahas Bireddy,Owner/Operator does not hold a valid FOODSAFE or equivalent certificate.;Training;Section 10,Owner/Operator does not hold a valid FOODSAFE or equivalent certificate.;Training,Section 10;Food Premises Regulation
0fMbZ0000000JM1UAM,0eubZ0000000WCuQAM,Previously served food is served to another customer.,Previously Served Food,0fCbZ0000000GTaUAM,Section 15,Chandrahas Bireddy,Previously served food is served to another customer.;Previously Served Food;Section 15,Previously served food is served to another customer.;Previously Served Food,Section 15;Food Premises Regulation
0fMbZ0000000JM2UAM,0eubZ0000000WCwQAM,Temporary booth is not set up or constructed to ensure the safe and sanitary handling of food.,Temporary Food Service and Inspection Report,0fCbZ0000000GTAUA2,Section 3,Chandrahas Bireddy,Temporary booth is not set up or constructed to ensure the safe and sanitary handling of food.;Temporary Food Service and Inspection Report;Section 3,Temporary booth is not set up or constructed to ensure the safe and sanitary handling of food.;Temporary Food Service and Inspection Report,Section 3;Food Premises Regulation
0fMbZ0000000JM3UAM,0eubZ0000000WCxQAM,Potable hot and cold running water is not in quantity or pressure to meet operational demands.,Temporary Food Service and Inspection Report,0fCbZ0000000GTAUA2,Section 3,Chandrahas Bireddy,Potable hot and cold running water is not in quantity or pressure to meet operational demands.;Temporary Food Service and Inspection Report;Section 3,Potable hot and cold running water is not in quantity or pressure to meet operational demands.;Temporary Food Service and Inspection Report,Section 3;Food Premises Regulation
0fMbZ0000000JM4UAM,0eubZ0000000WCvQAM,Power is not supplied in a manner that meets the needs of the temporary booth.,Temporary Food Service and Inspection Report,0fCbZ0000000GTAUA2,Section 3,Chandrahas Bireddy,Power is not supplied in a manner that meets the needs of the temporary booth.;Temporary Food Service and Inspection Report;Section 3,Power is not supplied in a manner that meets the needs of the temporary booth.;Temporary Food Service and Inspection Report,Section 3;Food Premises Regulation
0fMbZ0000000JM5UAM,0eubZ0000000WCsQAM,The operator and/or the employee does not hold a valid Foodsafe or equivalent certificate onsite.,Temporary Food Service and Inspection Report,0fCbZ0000000GTiUAM,Section 10,Chandrahas Bireddy,The operator and/or the employee does not hold a valid Foodsafe or equivalent certificate onsite.;Temporary Food Service and Inspection Report;Section 10,The operator and/or the employee does not hold a valid Foodsafe or equivalent certificate onsite.;Temporary Food Service and Inspection Report,Section 10;Food Premises Regulation
0fMbZ0000000JM7UAM,0eubZ0000000WCzQAM,"Food is not protected from contamination during transportation, display, storage, or preparation.",Temporary Food Service and Inspection Report,0fCbZ0000000GTgUAM,Section 12,Chandrahas Bireddy,"Food is not protected from contamination during transportation, display, storage, or preparation.;Temporary Food Service and Inspection Report;Section 12","Food is not protected from contamination during transportation, display, storage, or preparation.;Temporary Food Service and Inspection Report",Section 12;Food Premises Regulation
0fMbZ0000000JM8UAM,0eubZ0000000WBmQAM,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.,Food Sources and Protection,0fCbZ0000000GTdUAM,Section 14(1),Chandrahas Bireddy,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.;Food Sources and Protection;Section 14(1),Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.;Food Sources and Protection,Section 14(1);Food Premises Regulation
0fMbZ0000000JM9UAM,0eubZ0000000WD7QAM,PHF is not thawed using appropriate equipment and/or methods.,Temporary Food Service and Inspection Report,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,PHF is not thawed using appropriate equipment and/or methods.;Temporary Food Service and Inspection Report;Section 14,PHF is not thawed using appropriate equipment and/or methods.;Temporary Food Service and Inspection Report,Section 14;Food Premises Regulation
0fMbZ0000000JMAUA2,0eubZ0000000WD2QAM,PHF is not cooked thoroughly and to appropriate internal temperature.,Temporary Food Service and Inspection Report,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,PHF is not cooked thoroughly and to appropriate internal temperature.;Temporary Food Service and Inspection Report;Section 14,PHF is not cooked thoroughly and to appropriate internal temperature.;Temporary Food Service and Inspection Report,Section 14;Food Premises Regulation
0fMbZ0000000JMBUA2,0eubZ0000000WD3QAM,PHF is not reheated rapidly to 74°C only once.,Temporary Food Service and Inspection Report,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,PHF is not reheated rapidly to 74°C only once.;Temporary Food Service and Inspection Report;Section 14,PHF is not reheated rapidly to 74°C only once.;Temporary Food Service and Inspection Report,Section 14;Food Premises Regulation
0fMbZ0000000JMCUA2,0eubZ0000000WD4QAM,"Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.",Temporary Food Service and Inspection Report,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,"Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.;Temporary Food Service and Inspection Report;Section 14","Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.;Temporary Food Service and Inspection Report",Section 14;Food Premises Regulation
0fMbZ0000000JMDUA2,0eubZ0000000WD5QAM,"Hot PHF is not stored, displayed, transported, or served at or above 60°C.",Temporary Food Service and Inspection Report,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,"Hot PHF is not stored, displayed, transported, or served at or above 60°C.;Temporary Food Service and Inspection Report;Section 14","Hot PHF is not stored, displayed, transported, or served at or above 60°C.;Temporary Food Service and Inspection Report",Section 14;Food Premises Regulation
0fMbZ0000000JMEUA2,0eubZ0000000WD6QAM,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.,Temporary Food Service and Inspection Report,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.;Temporary Food Service and Inspection Report;Section 14,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.;Temporary Food Service and Inspection Report,Section 14;Food Premises Regulation
0fMbZ0000000JMFUA2,0eubZ0000000WCcQAM,An accurate thermometer is not provided.,Food Safety Management,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,An accurate thermometer is not provided.;Food Safety Management;Section 14,An accurate thermometer is not provided.;Food Safety Management,Section 14;Food Premises Regulation
0fMbZ0000000JMGUA2,0eubZ0000000WD8QAM,"Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.",Temporary Food Service and Inspection Report,0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.;Temporary Food Service and Inspection Report;Section 17","Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.;Temporary Food Service and Inspection Report",Section 17;Food Premises Regulation
0fMbZ0000000JMHUA2,0eubZ0000000WD9QAM,"Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.",Temporary Food Service and Inspection Report,0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,"Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.;Temporary Food Service and Inspection Report;Section 17","Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.;Temporary Food Service and Inspection Report",Section 17;Food Premises Regulation
0fMbZ0000000JMIUA2,0eubZ0000000WDAQA2,Sanitizing solution is not present or at sufficient concentration.,Temporary Food Service and Inspection Report,0fCbZ0000000GTYUA2,Section 17,Chandrahas Bireddy,Sanitizing solution is not present or at sufficient concentration.;Temporary Food Service and Inspection Report;Section 17,Sanitizing solution is not present or at sufficient concentration.;Temporary Food Service and Inspection Report,Section 17;Food Premises Regulation
0fMbZ0000000JMJUA2,0eubZ0000000WDCQA2,"Handwashing stations are not properly supplied, maintained and/or is obstructed.",Temporary Food Service and Inspection Report,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,"Handwashing stations are not properly supplied, maintained and/or is obstructed.;Temporary Food Service and Inspection Report;Section 21","Handwashing stations are not properly supplied, maintained and/or is obstructed.;Temporary Food Service and Inspection Report",Section 21;Food Premises Regulation
0fMbZ0000000JMLUA2,0eubZ0000000WBVQA2,Approval has been granted to the food premises.,Approvals and Permits,0fCbZ0000000GT8UAM,Section 6,Chandrahas Bireddy,Approval has been granted to the food premises.;Approvals and Permits;Section 6,Approval has been granted to the food premises.;Approvals and Permits,Section 6;Food Premises Regulation
0fMbZ0000000JMMUA2,0eubZ0000000WBeQAM,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Permit to Operate Food Service Establishment,0fCbZ0000000GT6UAM,Section 8,Chandrahas Bireddy,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment;Section 8,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment,Section 8;Food Premises Regulation
0fMbZ0000000JMNUA2,0eubZ0000000WBhQAM,Premises does not have approval to operate.,Approvals and Permits,0fCbZ0000000GT8UAM,Section 6,Chandrahas Bireddy,Premises does not have approval to operate.;Approvals and Permits;Section 6,Premises does not have approval to operate.;Approvals and Permits,Section 6;Food Premises Regulation
0fMbZ0000000JMOUA2,0eubZ0000000WCCQA2,Permit to Operate is not posted in a conspicuous location.,Permit to Operate Food Service Establishment,0fCbZ0000000GT6UAM,Section 8,Chandrahas Bireddy,Permit to Operate is not posted in a conspicuous location.;Permit to Operate Food Service Establishment;Section 8,Permit to Operate is not posted in a conspicuous location.;Permit to Operate Food Service Establishment,Section 8;Food Premises Regulation
0fMbZ0000000JMPUA2,0eubZ0000000WCBQA2,Premises does not have a valid Permit to Operate.,Permit to Operate Food Service Establishment,0fCbZ0000000GT6UAM,Section 8,Chandrahas Bireddy,Premises does not have a valid Permit to Operate.;Permit to Operate Food Service Establishment;Section 8,Premises does not have a valid Permit to Operate.;Permit to Operate Food Service Establishment,Section 8;Food Premises Regulation
0fMbZ0000000JMQUA2,0eubZ0000000WCDQA2,Operator is not operating in accordance with the terms and conditions of their permit.,Permit to Operate Food Service Establishment,0fCbZ0000000GT6UAM,Section 8,Chandrahas Bireddy,Operator is not operating in accordance with the terms and conditions of their permit.;Permit to Operate Food Service Establishment;Section 8,Operator is not operating in accordance with the terms and conditions of their permit.;Permit to Operate Food Service Establishment,Section 8;Food Premises Regulation
0fMbZ0000000JSTUA2,0eubZ0000000WBOQA2,The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,Temporary Food Service and Inspection Report,0fCbZ0000000GTiUAM,Section 10,Chandrahas Bireddy,The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.;Temporary Food Service and Inspection Report;Section 10,The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.;Temporary Food Service and Inspection Report,Section 10;Food Premises Regulation
0fMbZ0000000JU5UAM,0eubZ0000000WCyQAM,The operator cannot provide evidence to support that food is from an approved source.,Temporary Food Service and Inspection Report,0fCbZ0000000GThUAM,Section 11,Chandrahas Bireddy,The operator cannot provide evidence to support that food is from an approved source.;Temporary Food Service and Inspection Report;Section 11,The operator cannot provide evidence to support that food is from an approved source.;Temporary Food Service and Inspection Report,Section 11;Food Premises Regulation
0fMbZ0000000JVhUAM,0eubZ0000000WDBQA2,Employees are not washing hands as often as is necessary to prevent contamination of food.,Temporary Food Service and Inspection Report,0fCbZ0000000GTPUA2,Section 21,Chandrahas Bireddy,Employees are not washing hands as often as is necessary to prevent contamination of food.;Temporary Food Service and Inspection Report;Section 21,Employees are not washing hands as often as is necessary to prevent contamination of food.;Temporary Food Service and Inspection Report,Section 21;Food Premises Regulation
0fMbZ0000000JnRUAU,0eubZ0000000WkfQAE,"Potentially hazardous food is not cooled from 60°C to 20°C within two hours, and then from 20°C to 4°C within four hours.",Food Sources and Protection,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,"Potentially hazardous food is not cooled from 60°C to 20°C within two hours, and then from 20°C to 4°C within four hours.;Food Sources and Protection;Section 14","Potentially hazardous food is not cooled from 60°C to 20°C within two hours, and then from 20°C to 4°C within four hours.;Food Sources and Protection",Section 14;Food Premises Regulation
0fMbZ0000000JnSUAU,0eubZ0000000WkgQAE,Potentially hazardous food is not cooled using appropriate equipment and/or approved methods.,Food Sources and Protection,0fCbZ0000000GTeUAM,Section 14,Chandrahas Bireddy,Potentially hazardous food is not cooled using appropriate equipment and/or approved methods.;Food Sources and Protection;Section 14,Potentially hazardous food is not cooled using appropriate equipment and/or approved methods.;Food Sources and Protection,Section 14;Food Premises Regulation
